17-06-2025 01:11:23 | TRACE | Task: 001_InicializarVariables | Desc: Se inicializan las rutas del robot.
17-06-2025 01:11:23 | TRACE | Task: 001_InicializarVariables | Desc: Se leen los datos parametrizados en el archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Process/config/Config.xlsx y se inicializan las variables del proceso.
17-06-2025 01:11:24 | INFO | Task: 001_InicializarVariables | Desc: Resolución inicial: (1920, 1080)
17-06-2025 01:11:24 | TRACE | Task: 001_InicializarVariables | Desc: Se deja lista la plantilla del reporte.
17-06-2025 01:11:24 | INFO | Task: 004_CrearInsumoDesdeTemplate | Desc: Comienza la creación de insumo con template.
17-06-2025 01:11:24 | TRACE | Task: 004_CrearInsumoDesdeTemplate | Desc: Ruta de insumo a copiar: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/Insumo_170625011124.xlsx
17-06-2025 01:11:24 | TRACE | Task: 004_CrearInsumoDesdeTemplate | Desc: Se completa la creación del insumo en la ruta: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/Insumo_170625011124.xlsx.
17-06-2025 01:11:24 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Comienza la obtención de información de los documentos.
17-06-2025 01:11:24 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de carpetas: ['139', '147']
17-06-2025 01:11:24 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de archivos: ['Doc resp AGUIRRE.pdf', 'Doc resp ARIAS.pdf', 'Doc resp BIANCHI 2.pdf', 'Doc resp BIANCHI.pdf', 'Doc resp CABRAL.pdf', 'Doc resp CASTRO AGUSTINA.pdf', 'Doc resp CASTRO CARLOS 2.pdf', 'Doc resp CASTRO CARLOS.pdf', 'Doc resp CORNEJO.pdf', 'Doc resp DE LA ROSA.pdf', 'Doc resp DI SILVESTRE.pdf', 'Doc resp DIAZ TABORDA.pdf', 'Doc resp FERNANDEZ GALDAME.pdf', 'Doc resp GIURA.pdf', 'Doc resp MANZANELI.pdf', 'Doc Respaldo ARIAS 2.pdf', 'Factura.pdf', 'Nota_Debito.pdf']
17-06-2025 01:11:28 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp AGUIRRE.pdf
17-06-2025 01:11:28 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: []
17-06-2025 01:11:28 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}
17-06-2025 01:11:28 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}]
17-06-2025 01:11:29 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp ARIAS.pdf
17-06-2025 01:11:29 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}]
17-06-2025 01:11:29 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}
17-06-2025 01:11:29 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}]
17-06-2025 01:11:31 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp BIANCHI 2.pdf
17-06-2025 01:11:31 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}]
17-06-2025 01:11:31 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}
17-06-2025 01:11:31 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}, {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}]
17-06-2025 01:11:33 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp BIANCHI.pdf
17-06-2025 01:11:33 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}, {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}]
17-06-2025 01:11:33 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-9MLFhuVtAf7NMdwEZvQ1vd', 'extension': '.pdf'}
17-06-2025 01:11:33 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}, {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}, {'id': 'file-9MLFhuVtAf7NMdwEZvQ1vd', 'extension': '.pdf'}]
17-06-2025 01:11:34 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp CABRAL.pdf
17-06-2025 01:11:34 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}, {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}, {'id': 'file-9MLFhuVtAf7NMdwEZvQ1vd', 'extension': '.pdf'}]
17-06-2025 01:11:34 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File para appendear: {'id': 'file-X9DYHh2vCxapdmnj2gesWM', 'extension': '.pdf'}
17-06-2025 01:11:34 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: File a devolver: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}, {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}, {'id': 'file-9MLFhuVtAf7NMdwEZvQ1vd', 'extension': '.pdf'}, {'id': 'file-X9DYHh2vCxapdmnj2gesWM', 'extension': '.pdf'}]
17-06-2025 01:11:36 | TRACE | Task: 003_ObtenerInformacionDocumentos | Desc: Se sube archivo: C:/Users/lucas/Desktop/VORTEX/PROYECTOS/POC_GRV/Input/139/Doc resp CASTRO AGUSTINA.pdf
17-06-2025 01:11:36 | INFO | Task: 003_ObtenerInformacionDocumentos | Desc: Lista de files: [{'id': 'file-1cSoh1V7sEYM9bTmoY7Ljp', 'extension': '.pdf'}, {'id': 'file-Te4Zxg2NLMMqFCCyHQqsWQ', 'extension': '.pdf'}, {'id': 'file-FuEtPsaEXEQ3i9yGaKhyLu', 'extension': '.pdf'}, {'id': 'file-9MLFhuVtAf7NMdwEZvQ1vd', 'extension': '.pdf'}, {'id': 'file-X9DYHh2vCxapdmnj2gesWM', 'extension': '.pdf'}]
